,X,DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
297,35920,1/21/14,19:30,MANHATTAN,10002,40.7185558,-73.9882,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
298,35921,1/21/14,19:27,BRONX,10468,40.8624442,-73.8971422,1,0,1,0,0,0,0,0,View Obstructed/Limited,BUS,64,0,206,0,-110,68,340
299,35922,1/21/14,19:25,BROOKLYN,NA,40.7414304,-73.947925,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
300,35923,1/21/14,19:20,MANHATTAN,NA,40.5550074,-74.2128407,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
301,35924,1/21/14,19:20,MANHATTAN,10029,40.7967631,-73.945095,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
302,35925,1/21/14,19:20,BRONX,10458,40.854418,-73.8875319,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
303,35926,1/21/14,19:20,BRONX,10458,40.8634753,-73.890163,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
304,35927,1/21/14,19:17,BRONX,10471,40.9075706,-73.8982445,2,0,0,0,0,0,2,0,Unspecified,BUS,64,0,206,0,-110,68,340
305,35928,1/21/14,19:15,QUEENS,11106,40.7628293,-73.9289978,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
306,35929,1/21/14,19:15,MANHATTAN,10011,40.7446451,-74.0063841,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
307,35930,1/21/14,19:13,MANHATTAN,10001,40.7557807,-74.0019852,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
308,35931,1/21/14,19:12,BRONX,10469,40.8810412,-73.8574465,4,0,0,0,0,0,4,0,Unspecified,OTHER,64,0,206,0,-110,68,340
309,35932,1/21/14,19:10,MANHATTAN,NA,40.6384411,-74.0367593,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
310,35933,1/21/14,19:10,QUEENS,11354,40.7651388,-73.8194359,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
311,35934,1/21/14,19:10,MANHATTAN,10004,40.7048837,-74.0156568,0,0,0,0,0,0,0,0,Drugs (Illegal),TAXI,64,0,206,0,-110,68,340
312,35935,1/21/14,19:10,BROOKLYN,11206,40.7026755,-73.9339524,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
313,35936,1/21/14,19:05,BRONX,NA,40.7357643,-73.9748983,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
314,35937,1/21/14,19:05,MANHATTAN,10012,40.7256458,-73.9920628,0,0,0,0,0,0,0,0,Unspecified,TAXI,64,0,206,0,-110,68,340
315,35938,1/21/14,19:00,QUEENS,NA,40.8395397,-73.9467767,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
316,35939,1/21/14,19:00,BRONX,NA,40.7384163,-73.8489844,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
317,35940,1/21/14,19:00,QUEENS,NA,40.7259275,-73.8908729,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
318,35941,1/21/14,19:00,STATEN ISLAND,10305,40.5979121,-74.0836066,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
319,35942,1/21/14,19:00,QUEENS,11354,40.7624202,-73.8275149,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
320,35943,1/21/14,19:00,BRONX,10468,40.8746866,-73.8864996,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
321,35944,1/21/14,18:59,BROOKLYN,11226,40.6503881,-73.958708,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
322,35945,1/21/14,18:55,QUEENS,11423,40.7188891,-73.7644677,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
323,35946,1/21/14,18:50,STATEN ISLAND,10304,40.5918322,-74.1009755,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
324,35947,1/21/14,18:50,QUEENS,11354,40.7640838,-73.8333515,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
325,35948,1/21/14,18:50,MANHATTAN,10065,40.7641063,-73.966814,0,0,0,0,0,0,0,0,Lost Consciousness,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
326,35949,1/21/14,18:48,QUEENS,11432,40.716518,-73.7742484,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
327,35950,1/21/14,18:45,BRONX,NA,40.7681673,-73.905433,0,0,0,0,0,0,0,0,Unspecified,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
328,35951,1/21/14,18:45,QUEENS,11356,40.788631,-73.8521227,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
329,35952,1/21/14,18:45,QUEENS,11354,40.7745199,-73.8262524,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
330,35953,1/21/14,18:45,QUEENS,11040,40.7496086,-73.7070746,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
331,35954,1/21/14,18:44,MANHATTAN,10022,40.7603116,-73.9716962,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
332,35955,1/21/14,18:40,QUEENS,11372,40.7511017,-73.8911893,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
333,35956,1/21/14,18:40,BROOKLYN,11206,40.7068521,-73.9481952,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
334,35957,1/21/14,18:40,BRONX,10456,40.8233367,-73.9057333,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
335,35958,1/21/14,18:39,MANHATTAN,10040,40.8557535,-73.9316567,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
336,35959,1/21/14,18:37,MANHATTAN,NA,40.6713415,-73.7363731,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
337,35960,1/21/14,18:35,MANHATTAN,10011,40.7493029,-74.0080628,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
338,35961,1/21/14,18:35,BROOKLYN,11212,40.6558527,-73.9101218,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
339,35962,1/21/14,18:30,STATEN ISLAND,10312,40.5626394,-74.1925882,1,0,0,0,0,0,1,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
340,35963,1/21/14,18:30,MANHATTAN,NA,40.8182809,-73.9340763,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
341,35964,1/21/14,18:30,QUEENS,11377,40.7483572,-73.9071314,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
342,35965,1/21/14,18:30,QUEENS,11364,40.7362694,-73.7728608,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
343,35966,1/21/14,18:30,BROOKLYN,11226,40.6379306,-73.9618756,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
344,35967,1/21/14,18:25,QUEENS,11413,40.6659541,-73.7608301,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
345,35968,1/21/14,18:25,QUEENS,11411,40.6915109,-73.7298855,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
346,35969,1/21/14,18:25,BROOKLYN,11211,40.7111671,-73.9488916,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
347,35970,1/21/14,18:23,MANHATTAN,10031,40.8211442,-73.9575218,0,0,0,0,0,0,0,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
348,35971,1/21/14,18:16,QUEENS,11420,40.6800101,-73.8230411,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
349,35972,1/21/14,18:15,BROOKLYN,11207,40.6562617,-73.8910808,1,0,1,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
350,35973,1/21/14,18:15,QUEENS,NA,40.8228776,-73.8869818,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
351,35974,1/21/14,18:15,MANHATTAN,10030,40.8208782,-73.9451618,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
352,35975,1/21/14,18:15,MANHATTAN,10019,40.7611476,-73.9795146,0,0,0,0,0,0,0,0,Oversized Vehicle,VAN,64,0,206,0,-110,68,340
353,35976,1/21/14,18:15,BROOKLYN,11208,40.680015,-73.8774282,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
354,35977,1/21/14,18:15,BRONX,10467,40.8773934,-73.8664909,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
355,35978,1/21/14,18:15,BRONX,10458,40.8598744,-73.8932165,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
356,35979,1/21/14,18:10,MANHATTAN,10030,40.823647,-73.9438444,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
357,35980,1/21/14,18:10,BROOKLYN,11206,40.7030463,-73.9298441,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
358,35981,1/21/14,18:05,STATEN ISLAND,NA,40.5346519,-74.1938509,1,0,0,0,0,0,1,0,Outside Car Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
359,35982,1/21/14,18:05,MANHATTAN,NA,40.8330145,-73.9502616,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
360,35983,1/21/14,18:04,QUEENS,11415,40.7061424,-73.831765,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
361,35984,1/21/14,18:00,BROOKLYN,11226,40.6554241,-73.950066,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,VAN,64,0,206,0,-110,68,340
362,35985,1/21/14,18:00,BROOKLYN,NA,40.7334255,-73.9744628,1,0,0,0,0,0,1,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
363,35986,1/21/14,18:00,MANHATTAN,NA,40.83662,-73.8737637,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
364,35987,1/21/14,18:00,STATEN ISLAND,10312,40.5483773,-74.1892979,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
365,35988,1/21/14,18:00,QUEENS,11417,40.6762441,-73.8479159,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
366,35989,1/21/14,18:00,BROOKLYN,11236,40.6496544,-73.9204657,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
367,35990,1/21/14,18:00,BRONX,10470,40.897202,-73.8643423,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
368,35991,1/21/14,17:54,MANHATTAN,10029,40.7993065,-73.9432328,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
369,35992,1/21/14,17:50,MANHATTAN,NA,40.8408274,-73.9459579,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
370,35993,1/21/14,17:50,QUEENS,11433,40.6889963,-73.7858047,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
371,35994,1/21/14,17:48,BROOKLYN,11229,40.616045,-73.9448294,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
372,35995,1/21/14,17:47,QUEENS,11369,40.7688406,-73.8696616,0,0,0,0,0,0,0,0,Cell Phone (hands-free),PASSENGER VEHICLE,64,0,206,0,-110,68,340
373,35996,1/21/14,17:45,QUEENS,11434,40.683783,-73.7897299,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
374,35997,1/21/14,17:43,BRONX,10474,40.8172102,-73.884318,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
375,35998,1/21/14,17:41,BROOKLYN,11226,40.6525571,-73.9604221,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
376,35999,1/21/14,17:40,QUEENS,NA,40.7357643,-73.9748983,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
377,36000,1/21/14,17:40,QUEENS,11358,40.7593966,-73.7993997,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
378,36001,1/21/14,17:40,BROOKLYN,11215,40.6757776,-73.9808891,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
379,36002,1/21/14,17:38,MANHATTAN,NA,40.83662,-73.8737637,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
380,36003,1/21/14,17:36,QUEENS,NA,40.8532485,-73.8352807,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
381,36004,1/21/14,17:35,MANHATTAN,10025,40.7896743,-73.9698492,0,0,0,0,0,0,0,0,Outside Car Distraction,TAXI,64,0,206,0,-110,68,340
382,36005,1/21/14,17:35,BRONX,10469,40.8713353,-73.8613795,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
383,36006,1/21/14,17:31,MANHATTAN,10002,40.7169671,-73.9944266,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
384,36007,1/21/14,17:30,QUEENS,11369,40.7600205,-73.8592613,1,0,0,0,0,0,1,0,Physical Disability,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
385,36008,1/21/14,17:30,QUEENS,11377,40.7434867,-73.8990725,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
386,36009,1/21/14,17:30,QUEENS,11106,40.7604754,-73.9221959,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
387,36010,1/21/14,17:22,BROOKLYN,11232,40.6463689,-74.0018342,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
388,36011,1/21/14,17:20,BROOKLYN,NA,40.7080073,-73.8445745,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
389,36012,1/21/14,17:20,QUEENS,11370,40.7568977,-73.8931867,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
390,36013,1/21/14,17:20,QUEENS,11354,40.7677542,-73.8319235,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
391,36014,1/21/14,17:19,BRONX,10466,40.8913033,-73.8506899,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
392,36015,1/21/14,17:19,BRONX,10466,40.8913033,-73.8506899,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
393,36016,1/21/14,17:17,BROOKLYN,11230,40.6293978,-73.9745149,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
394,36017,1/21/14,17:15,BROOKLYN,11238,40.6874166,-73.9726863,1,0,1,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
395,36018,1/21/14,17:15,MANHATTAN,NA,40.6082548,-74.0887812,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
396,36019,1/21/14,17:12,MANHATTAN,10021,40.7743679,-73.9635486,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
397,36020,1/21/14,17:10,STATEN ISLAND,NA,40.7841601,-73.9848633,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
398,36021,1/21/14,17:10,STATEN ISLAND,10301,40.6317633,-74.0979916,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
399,36022,1/21/14,17:10,BROOKLYN,11204,40.6106751,-73.9883595,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
400,36023,1/21/14,17:05,QUEENS,11415,40.7120013,-73.8254559,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
401,36024,1/21/14,17:03,BRONX,10461,40.8554333,-73.8553505,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
402,36025,1/21/14,17:02,BRONX,10467,40.8819664,-73.8846899,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
403,36026,1/21/14,17:02,BRONX,10466,40.8953698,-73.8607109,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
404,36027,1/21/14,17:00,QUEENS,11417,40.6729798,-73.8373427,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
405,36028,1/21/14,17:00,BROOKLYN,11235,40.5832701,-73.9600492,1,0,0,0,0,0,1,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
406,36029,1/21/14,17:00,QUEENS,NA,40.8249166,-73.868887,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
407,36030,1/21/14,17:00,BRONX,NA,40.6063,-74.0780248,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
408,36031,1/21/14,17:00,QUEENS,11040,40.7488017,-73.7017259,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
409,36032,1/21/14,17:00,MANHATTAN,10016,40.7501572,-73.9769843,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
410,36033,1/21/14,17:00,BROOKLYN,11249,40.7016614,-73.9614533,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
411,36034,1/21/14,17:00,BRONX,10462,40.8335582,-73.8577325,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
412,36035,1/21/14,17:00,BRONX,10458,40.856112,-73.8825188,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
413,36036,1/21/14,17:00,BRONX,10458,40.8719838,-73.8844975,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
414,36037,1/21/14,17:00,BRONX,10457,40.8525219,-73.9000132,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
415,36038,1/21/14,16:59,BROOKLYN,11207,40.6527684,-73.8862898,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
416,36039,1/21/14,16:58,BROOKLYN,11218,40.636407,-73.9702895,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
417,36040,1/21/14,16:55,MANHATTAN,NA,40.6669368,-73.782705,1,0,0,0,0,0,1,0,Fatigued/Drowsy,VAN,64,0,206,0,-110,68,340
418,36041,1/21/14,16:55,BROOKLYN,11203,40.6524639,-73.9228481,1,0,0,0,0,0,1,0,Traffic Control Disregarded,PASSENGER VEHICLE,64,0,206,0,-110,68,340
419,36042,1/21/14,16:55,STATEN ISLAND,10310,40.6343003,-74.1202397,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
420,36043,1/21/14,16:55,STATEN ISLAND,10309,40.5250272,-74.2392663,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
421,36044,1/21/14,16:55,BROOKLYN,11207,40.6665807,-73.8925239,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
422,36045,1/21/14,16:55,BRONX,10466,40.8868931,-73.8575931,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
423,36046,1/21/14,16:53,QUEENS,11426,40.7351801,-73.7183457,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
424,36047,1/21/14,16:51,QUEENS,11367,40.7299195,-73.8330725,0,0,0,0,0,0,0,0,Driver Inexperience,PASSENGER VEHICLE,64,0,206,0,-110,68,340
425,36048,1/21/14,16:50,QUEENS,11369,40.7621717,-73.8704003,1,0,1,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
426,36049,1/21/14,16:50,BROOKLYN,11213,40.6687978,-73.9311201,1,0,1,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
427,36050,1/21/14,16:50,STATEN ISLAND,10309,40.533934,-74.2366648,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
428,36051,1/21/14,16:50,MANHATTAN,10014,40.7355355,-74.0016923,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
429,36052,1/21/14,16:50,BROOKLYN,11221,40.6933158,-73.92495,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
430,36053,1/21/14,16:50,BROOKLYN,11212,40.6654924,-73.9213659,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
431,36054,1/21/14,16:49,BRONX,10453,40.855728,-73.910412,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
432,36055,1/21/14,16:45,STATEN ISLAND,10301,40.641691,-74.0805554,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
433,36056,1/21/14,16:45,BROOKLYN,11213,40.6775631,-73.9330796,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
434,36057,1/21/14,16:42,QUEENS,11378,40.7149111,-73.9090718,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
435,36058,1/21/14,16:40,STATEN ISLAND,NA,40.6075582,-74.0871048,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
436,36059,1/21/14,16:40,STATEN ISLAND,10305,40.5913599,-74.0878471,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
437,36060,1/21/14,16:40,BROOKLYN,11234,40.622502,-73.9116472,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
438,36061,1/21/14,16:36,BROOKLYN,11211,40.7133723,-73.9348039,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
439,36062,1/21/14,16:35,QUEENS,11434,40.6633855,-73.7818283,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
440,36063,1/21/14,16:33,BROOKLYN,11220,40.6303521,-74.0149043,0,0,0,0,0,0,0,0,Unspecified,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
441,36064,1/21/14,16:30,BROOKLYN,11203,40.6419491,-73.9322649,1,0,1,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
442,36065,1/21/14,16:30,STATEN ISLAND,10304,40.6268492,-74.0816038,0,0,0,0,0,0,0,0,Pavement Slippery,BUS,64,0,206,0,-110,68,340
443,36066,1/21/14,16:30,STATEN ISLAND,10304,40.6339552,-74.0857486,0,0,0,0,0,0,0,0,Driver Inexperience,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
444,36067,1/21/14,16:30,BROOKLYN,11232,40.6467175,-73.9978811,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
445,36068,1/21/14,16:30,BRONX,10456,40.8365055,-73.9053496,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
446,36069,1/21/14,16:25,BROOKLYN,11235,40.5773943,-73.9482344,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
447,36070,1/21/14,16:25,BRONX,10466,40.8830983,-73.8376532,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
448,36071,1/21/14,16:24,BROOKLYN,11237,40.7139891,-73.9245444,0,0,0,0,0,0,0,0,Lost Consciousness,LIVERY VEHICLE,64,0,206,0,-110,68,340
449,36072,1/21/14,16:22,QUEENS,11418,40.6949363,-73.8342059,0,0,0,0,0,0,0,0,Physical Disability,PASSENGER VEHICLE,64,0,206,0,-110,68,340
